"id","wiki_friendly_title","Segment Ids","ISMAR Links","GIS Id","Alternate IDs","Location-lon","Location-lat","Average Depth (m)","Introduction (English)","Area (m^2)","Introduzione (Italiano)","Name","Length (m)","Insula Number","Target Depth (cm)"
"GRIM","Rio Grimani","GRIM1,GRIM2","2043,2044","GRIM",,"12.33193874","45.44385867","-1.28","The family who dwells near the church of Saint Martial, was the branch of the Grimani said 'the Servants' proximity to the eponymous convent of the Servants of Mary, known for hosting the famous' consultant in iure' Fra 'Paolo Sarpi .ï¿½Ca 'Grimani' the Servants' demolished in the eighteenth remains the only large garden prospettante the river of the same name, fronted by Diedo near building and flanked to the north by a group of modern buildings.ï¿½The area was occupied institute founded by Bishop Daniel Canal in the first half of the eighteenth, to collect poor orphan girls without sustenance.ï¿½Following the abbot Canal was assisted in his work by Anna Marovich, which is why the institution - in recent years - the city is known by the nickname of Canal-Marovich.","498.4","Il casato che aveva dimora nei pressi della chiesa di San Marziale, era il ramo dei Grimani detto 'ai Servi' per la vicinanza all'omonimo convento dei Servi di Maria, noto per aver ospitato il celebre 'consultore in iure' fra' Paolo Sarpi. Della Ca' Grimani 'ai Servi' demolita nel XVIII rimane solo il vasto giardino prospettante l'omonimo rio, fronteggiato dal vicino palazzo Diedo ed affiancato a nord da un gruppo di moderni edifici. L'area venne occupata dell'istituto fondato da monsignor Daniele Canal nella prima metï¿½ del XVIII, per raccogliere povere ragazze orfane e prive di sostentamento. In seguito l'abate Canal fu affiancato nella sua opera da Anna Marovich, motivo per cui l'istituto - in anni recenti - ï¿½ noto in cittï¿½ con l'appellativo di Canal-Marovich.","Rio Grimani","79.8","13","180.0"
"GIRO","Rio de S. Girolamo","GIRO","2426,2427","GIRO",,"12.3238492","45.44658354","-1.41","The straight line of the river mentions the artificial origin, within an area gradually reclaimed and urbanized since the fourteenth century, direct continuation to the west of the rivers de la Misericordia and Ormesini.ï¿½The hydronym is borrowed from the nearby monastery, built between the late fourteenth and early fifteenth century, which suffered two disastrous fires and was rebuilt and enlarged several times.ï¿½Indemaniato early in the nineteenth century, it was used as a warehouse, the adjacent church, initially adapted to steam mill, then long abandoned was re-consecrated in 1952.","4749.7","L'andamento rettilineo del rio ne ricorda l'origine artificiale, all'interno di un'area gradualmente bonificata e urbanizzata a partire dal Trecento, diretta prosecuzione verso occidente dei rii de la Misericordia e dei ormesini. L'idronimo ï¿½ mutuato dal vicino complesso conventuale, sorto tra la fine del XIV e gli inizi del XV secolo, che subï¿½ due disastrosi incendi e venne ricostruito ed ingrandito in piï¿½ riprese. Indemaniato all'inizio nel XIX secolo, venne adibito a magazzino; l'adiacente chiesa, inizialmente adattata a mulino a vapore, poi a lungo in abbandono ï¿½ stata riconsacrata nel 1952.","Rio de S. Girolamo","389.2","40","200.0"
"CTIA",,"CTIA01","",,,,,,,,,,,,
"LIO","Rio de S. Lio","LIO","2373","LIO",,"12.33823121","45.43863062","-1.32","Acts as a hinge connection between the Rio del Fontego dei Tedeschi and those dei Miracoli and Santa Marina.ï¿½Slightly offset from the church of San Lio, built in the eleventh century on the foundations of an older church dedicated to St. Catherine, this downtown Rio is among the busiest in the city.","676.0","Funge da cerniera di collegamento tra il rio del Fontego dei Tedeschi e quelli dei Miracoli e di Santa Marina. Leggermente decentrato rispetto alla chiesa di San Lio, eretta nell'XI secolo sulle fondazioni di una piï¿½ antica chiesa dedicata a Santa Caterina, questo centralissimo rio ï¿½ tra i piï¿½ trafficati della cittï¿½.","Rio de S. Lio","89.3","36","200.0"
"PRIU","Rio Priuli","PRIU1,PRIU2,PRIU3","2404,2405,2406","PRIU",,"12.33542562","45.44184128","-0.91","There were two palaces Priuli along this river, as the numerous houses throughout the city took the naming, just as they had in other sites, streets, bridges, deeply, etc..ï¿½Come to Venice from Hungary around the year one thousand, the Priuli were part of the Great Council and gave the city famous men in arms and politics.ï¿½Ca 'Priuli-Scarpon was located at the corner of the Rio de San Felix, but in 1739 a devastating fire destroyed almost completely.ï¿½A second Ca 'Priuli overlooked on this river, facing each other Gothic building home of Benedetti, illustrated.","1752.1","Erano ben due i palazzi Priuli presenti lungo questo rio, che dalle numerose casate sparse per la cittï¿½ ha preso l'intitolazione, cosï¿½ come l'hanno avuta in altri siti, calli, ponti, fondamente, ecc. Venuti a Venezia dall'Ungheria attorno all'anno mille, i Priuli fecero parte del Maggior Consiglio e diedero alla cittï¿½ uomini illustri nell'armi e nella politica. Ca' Priuli-Scarpon era situata all'angolo con il rio de San Felice, ma nel 1739 un violento incendio la distrusse quasi completamente. Una seconda Ca' Priuli si affacciava su questo rio, di fronte all'altro palazzetto gotico dimora dei Benedetti, illustrato nell'immagine.","Rio Priuli","180.7","12","200.0"
"MUTI","Rio dei Muti","MUTI","2032","MUTI",,"12.33365536","45.44498777","-1.27","The family arrived in Muti Venice in the second half of the fifteenth century Lombardy.ï¿½Divisasi in various branches, all belonging to the original citizenship, settled in the district of St. Martial.ï¿½Corner of the stream of the Moors is one shipyard, owned by the family Da Mosto, who recently ceased its activities.ï¿½In this site for the construction and repair of boats, were for the first time made the mascarete typical racing yachts that have been used in the sport around the twenties of this century.","630.5","La famiglia Muti giunse a Venezia nella seconda metï¿½ del XV secolo dalla Lombardia. Divisasi in vari rami, tutti appartenenti alla cittadinanza originaria, si insediï¿½ nella contrada di San Marziale. All'angolo con il rio dei mori sorge uno squero, di proprietï¿½ della famiglia Da Mosto, che ha recentemente cessato la sua attivitï¿½. In questo cantiere per la costruzione e riparazione di imbarcazioni, vennero per la prima volta fabbricate le mascarete, tipiche imbarcazioni da regata che hanno trovato impiego in questo sport attorno agli anni Venti di questo secolo.","Rio dei Muti","75.9","40","200.0"
"GARZ","Rio de Ca' Garzoni","GARZ","2238,2239,2240,2241","GARZ",,"12.3301363","45.43485514","-1.33","","1050.1","","Rio de Ca' Garzoni","182.1","11","180.0"
"PALA","Rio de la Palada","PALA","3033","PALA",,"12.32730389","45.42493152",,"","2540.5","","Rio de la Palada","158.6","22",
"MORT","Rio Morto","MORT","3032","MORT",,"12.32505083","45.42438936",,"","389.6","","Rio Morto","62.6","22",
"GRIS","Rio de S.Giovanni Grisostomo","GRIS2,GRIS1","2369,2453,2455,2456","GRIS",,"12.33790934","45.43921782","-1.35","The stream wedged in tight between the buildings and Lion-Erizzo Bollani, overlooking the Grand Canal near the picturesque courtyard of remer.ï¿½Its ancient name is related to the homonymous church, built at the turn of the eleventh century by the family Cattaneo, rebuilt in 1497 and designed by Lombardo and consecrated in 1525.ï¿½The bell tower was rebuilt in 1531 by moving it from the old location to the current one to allow the widening of the narrow and busy salizada.ï¿½At the confluence with the Rio di San Lio and Miracles stood the ancient houses of the Polo - of which traces remain in the nearby courtyard of the Milion - demolished in the eighteenth century to allow the construction of the theater St. John Chrysostom: The current Malibran theater, recently radical restoration that has allowed to identify the presence on site of ancient settlements.","1087.0","Il rio s'incunea in una strettoia fra i palazzi Lion e Bollani-Erizzo, affacciati sul Canal Grande nei pressi della pittoresca corte del remer. La sua antica denominazione ï¿½ legata all'omonima chiesa, edificata sullo scorcio dell'XI secolo dalla famiglia Cattaneo, ricostruita a partire dal 1497 su disegno del Lombardo e consacrata nel 1525. Anche il campanile venne ricostruito, spostandolo nel 1531 dalla posizione precedente a quella attuale per permettere l'allargamento della stretta e trafficata salizada. Alla confluenza con il rio di San Lio e dei Miracoli sorgevano le antiche case dei Polo - delle quali rimane traccia nella vicina corte del Milion - demolite nel XVIII secolo per consentire la costruzione del teatro San Giovanni Grisostomo: l'attuale teatro Malibran, recentemente sottoposto a radicali restauri che hanno consentito d'individuare la presenza in loco d'insediamenti antichissimi.","Rio de S.Giovanni Grisostomo","219.2","36","180.0"
"POLO","Rio de S. Polo","POLO3,POLO2,POLO4,POLO1,POLO5","2299,2301,2302,2303,2318","POLO",,"12.32899904","45.43703087","-1.6","The church of San Polo was founded in the ninth century and totally restored in 1804 by architect David Rossi, who adapted forms and wall type to the existing neo Gothic building.ï¿½Inside are paintings by Tintoretto, Tiepolo, and Jacopo Palma il Giovane.ï¿½Along the river there are several historic buildings such as the Palazzo Barbarigo Terrace, built in the second half of the sixteenth century, whose main facade is reflected on the Grand Canal and Palazzo Corner-Mocenigo, built in 1559 by Sanmicheli and now the headquarters of Finance.","3414.3","La chiesa di San Polo venne fondata nell IX secolo e radicalmente restaurata nel 1804 dall'architetto Davide Rossi, che adattï¿½ forme e rivestimenti di tipo neoclassico alla preesistente costruzione gotica. Al suo interno sono conservati dipinti di Tintoretto, Tiepolo e Jacopo Palma il Giovane. Lungo il rio sorgono numerosi edifici storici, come palazzo Barbarigo della Terrazza, realizzato nella seconda metï¿½ del XVI secolo, la cui facciata principale si specchia sul Canal Grande, e palazzo Corner-Mocenigo, edificato nel 1559 dal Sanmicheli ed ora sede della Finanza.","Rio de S. Polo","317.9","8","200.0"
"CAZZ","Rio de la Cazziola e de Ca' Rizzi","CAZZ","2106,2107","CAZZ",,"12.31925726","45.43587903","-1.03","","1544.1","","Rio de la Cazziola e de Ca' Rizzi","229.0","17","180.0"
"PONT",,"PONT01","",,,,,,,,,,,,
"EUFE","Rio de S. Eufemia","EUFE2,EUFE1","3003,3004","EUFE",,"12.32267976","45.42534567",,"","3296.6","","Rio de S. Eufemia","357.8","22",
"ANTO","Rio de S. Antonin","ANTO","2176,2177,2465","ANTO",,"12.34588623","45.43682008","-1.48","The church of Sant'Antonin, of ancient foundation, is a reconstruction of probable seventeenth century drawing by Baldassare Longhena.ï¿½In 1819 took place here a curious piece of news: an elephant escaped from its enclosure, located in Riva degli Schiavoni, took refuge there, and only withï¿½the use of a gunï¿½is able to avoid the animal destroyed the church, the story inspired the poet who composed the Elefanteide Buratti.ï¿½It overlooks the river the Scuola di San Giorgio degli Schiavoni, were so called the inhabitants of the Dalmatian coast, which in 1451 came together in brotherhood and built at his own expense.ï¿½The school is known for its paintings by Vittore Carpaccio illustrating the life of St. Jerome, Tryphon and George, patron of the association.","2876.8","La chiesa di Sant'Antonin, di antica fondazione, ï¿½ una ricostruzione secentesca su probabile disegno di Baldassare Longhena. Nel 1819 avvenne qui un curioso fatto di cronaca: un elefante fuggito dal suo recinto, situato in riva degli Schiavoni, vi si rifugiï¿½ e solo conï¿½l'uso di un cannoneï¿½si riuscï¿½ ad evitare che l'animale distruggesse la chiesa; la vicenda ispirï¿½ il poeta Buratti che compose l'Elefanteide. Si affaccia sul rio la Scuola di San Giorgio degli Schiavoni; erano cosï¿½ chiamati gli abitanti della costa dalmata, che nel 1451 si riunirono in confraternita e la costruirono a proprie spese. La Scuola ï¿½ nota per i teleri di Vittore Carpaccio che illustrano la vita dei santi Girolamo, Trifone e Giorgio, protettori del sodalizio.","Rio de S. Antonin","263.2","24","200.0"
"GESU","Rio dei Gesuiti","GESU1,GESU2","2055,2056","GESU",,"12.33937383","45.44281987","-1.33","Runs behind the enormous complex that was initially based Crociferi (visible in the photograph in the background on the left and engraving of Luke Carlevarijs below), which were replaced by the followers of the Society of Jesus, better known by the people under the name of Jesuits, who around 1715 oversaw the rifabbrica, designed by Domenico Rossi.ï¿½Suppressed the religious order in 1773, some local monastery were used as public schools and, since 1807, he was assigned to barracks for the troops on the ground.ï¿½For decades, the vast rooms are waiting for a suitable accommodation and an appropriate use.ï¿½In face of the apses of the church of the Jesuits, on the opposite side of the river, stands the palace Dona Dalle Rose, whose main facade overlooks the Fondamente Nine, commissioned by Doge Leonardo who personally laid the foundation stone March 24, 1610.ï¿½Around the middle of the seventeenth century the river was called 'the Crosechieri'.","2958.3","Scorre alle spalle dell'enorme complesso che fu inizialmente sede dei Crociferi (visibile nella fotografia, sullo sfondo a sinistra e nell'incisione di Luca Carlevarijs in basso), ai quali subentrarono i seguaci della compagnia di Gesï¿½, meglio conosciuti dal popolo col nome di Gesuiti, che intorno al 1715 ne curarono la rifabbrica, su disegno di Domenico Rossi. Soppresso l'ordine religioso nel 1773, alcuni locali del convento vennero adibiti a pubbliche scuole e, dal 1807, venne destinato a caserma per le truppe di terra. Da decenni i vasti ambienti sono in attesa di una adeguata sistemazione e di un consono utilizzo. In faccia alle absidi della chiesa dei Gesuiti, sul lato opposto del rio, si erge il palazzo Donï¿½ Dalle Rose, il cui prospetto principale si affaccia sulle Fondamente Nove, voluto dal doge Leonardo che personalmente pose la prima pietra il 24 marzo 1610. Attorno alla metï¿½ del XVII secolo il rio si denominava 'dei Crosechieri'.","Rio dei Gesuiti","172.4","2","200.0"
